Timestamp,Milliseconds,Latitude,Longitude,Altitude
2022-04-16 10:53:53,3,33.969492,-84.145459,307.0
2022-04-16 10:53:53,102,33.969492,-84.145459,307.0
2022-04-16 10:53:53,202,33.969492,-84.145459,307.0
2022-04-16 10:53:53,303,33.969492,-84.145459,307.0
2022-04-16 10:53:53,402,33.969492,-84.145459,307.0
2022-04-16 10:53:53,502,33.969492,-84.145459,307.0
2022-04-16 10:53:53,603,33.969492,-84.145459,307.0
2022-04-16 10:53:53,702,33.969492,-84.145459,307.0
2022-04-16 10:53:53,802,33.969492,-84.145459,307.0
2022-04-16 10:53:53,902,33.969492,-84.145459,307.0
2022-04-16 10:53:54,1002,33.969492,-84.145459,307.0
2022-04-16 10:53:54,1102,33.969492,-84.145459,307.0
2022-04-16 10:53:54,1202,33.969492,-84.145459,307.0
2022-04-16 10:53:54,1303,33.969492,-84.145459,307.0
2022-04-16 10:53:54,1402,33.969492,-84.145459,307.0
2022-04-16 10:53:54,1502,33.969492,-84.145459,307.0
2022-04-16 10:53:54,1603,33.969492,-84.145459,307.0
2022-04-16 10:53:54,1702,33.969492,-84.145459,307.0
2022-04-16 10:53:54,1802,33.969492,-84.145459,307.0
2022-04-16 10:53:54,1902,33.969492,-84.145459,307.0
2022-04-16 10:53:55,2002,33.969492,-84.145459,307.0
2022-04-16 10:53:55,2102,33.969492,-84.145459,307.0
2022-04-16 10:53:55,2203,33.969492,-84.145459,307.0
2022-04-16 10:53:55,2302,33.969492,-84.145459,307.0
2022-04-16 10:53:55,2402,33.969492,-84.145459,307.0
2022-04-16 10:53:55,2502,33.969492,-84.145459,307.0
2022-04-16 10:53:55,2603,33.969492,-84.145459,307.0
2022-04-16 10:53:55,2702,33.969492,-84.145459,307.0
2022-04-16 10:53:55,2802,33.969492,-84.145459,307.0
2022-04-16 10:53:55,2902,33.969492,-84.145459,307.0
2022-04-16 10:53:56,3002,33.969492,-84.145459,307.0
2022-04-16 10:53:56,3103,33.969492,-84.145459,307.0
2022-04-16 10:53:56,3202,33.969492,-84.145459,307.0
2022-04-16 10:53:56,3302,33.969492,-84.145459,307.0
2022-04-16 10:53:56,3402,33.969492,-84.145459,307.0
2022-04-16 10:53:56,3502,33.969492,-84.145459,307.0
2022-04-16 10:53:56,3603,33.969492,-84.145459,307.0
2022-04-16 10:53:56,3702,33.969492,-84.145459,307.0
2022-04-16 10:53:56,3803,33.969492,-84.145459,307.0
2022-04-16 10:53:56,3902,33.969492,-84.145459,307.0
2022-04-16 10:53:57,4002,33.969492,-84.145459,307.0
2022-04-16 10:53:57,4102,33.969492,-84.145459,307.0
2022-04-16 10:53:57,4202,33.969492,-84.145459,307.0
2022-04-16 10:53:57,4303,33.969492,-84.145459,307.0
2022-04-16 10:53:57,4402,33.969492,-84.145459,307.0
2022-04-16 10:53:57,4502,33.969492,-84.145459,307.0
2022-04-16 10:53:57,4603,33.969492,-84.145459,307.0
2022-04-16 10:53:57,4702,33.969492,-84.145459,307.0
2022-04-16 10:53:57,4802,33.969492,-84.145459,307.0
2022-04-16 10:53:57,4902,33.969492,-84.145459,307.0
2022-04-16 10:53:58,5002,33.969492,-84.145459,307.0
2022-04-16 10:53:58,5103,33.969492,-84.145459,307.0
2022-04-16 10:53:58,5202,33.969492,-84.145459,307.0
2022-04-16 10:53:58,5302,33.969492,-84.145459,307.0
2022-04-16 10:53:58,5402,33.969492,-84.145459,307.0
2022-04-16 10:53:58,5502,33.969492,-84.145459,307.0
2022-04-16 10:53:58,5602,33.969492,-84.145459,307.0
2022-04-16 10:53:58,5703,33.969492,-84.145459,307.0
2022-04-16 10:53:58,5802,33.969492,-84.145459,307.0
2022-04-16 10:53:58,5902,33.969492,-84.145459,307.0
2022-04-16 10:53:59,6002,33.969492,-84.145459,307.0
2022-04-16 10:53:59,6102,33.969492,-84.145459,307.0
2022-04-16 10:53:59,6203,33.969492,-84.145459,307.0
2022-04-16 10:53:59,6302,33.969492,-84.145459,307.0
2022-04-16 10:53:59,6402,33.969492,-84.145459,307.0
2022-04-16 10:53:59,6502,33.969492,-84.145459,307.0
2022-04-16 10:53:59,6602,33.969492,-84.145459,307.0
2022-04-16 10:53:59,6703,33.969492,-84.145459,307.0
2022-04-16 10:53:59,6802,33.969492,-84.145459,307.0
2022-04-16 10:53:59,6902,33.969492,-84.145459,307.0
2022-04-16 10:54:00,7003,33.969492,-84.145459,307.0
2022-04-16 10:54:00,7102,33.969492,-84.145459,307.0
2022-04-16 10:54:00,7202,33.969492,-84.145459,307.0
2022-04-16 10:54:00,7302,33.969492,-84.145459,307.0
2022-04-16 10:54:00,7403,33.969492,-84.145459,307.0
2022-04-16 10:54:00,7502,33.969492,-84.145459,307.0
2022-04-16 10:54:00,7602,33.969492,-84.145459,307.0
2022-04-16 10:54:00,7702,33.969492,-84.145459,307.0
2022-04-16 10:54:00,7802,33.969492,-84.145459,307.0
2022-04-16 10:54:00,7903,33.969492,-84.145459,307.0
2022-04-16 10:54:01,8002,33.969492,-84.145459,307.0
2022-04-16 10:54:01,8102,33.969492,-84.145459,307.0
2022-04-16 10:54:01,8202,33.969492,-84.145459,307.0
2022-04-16 10:54:01,8302,33.969492,-84.145459,307.0
2022-04-16 10:54:01,8403,33.969492,-84.145459,307.0
2022-04-16 10:54:01,8502,33.969492,-84.145459,307.0
2022-04-16 10:54:01,8602,33.969492,-84.145459,307.0
2022-04-16 10:54:01,8703,33.969492,-84.145459,307.0
2022-04-16 10:54:01,8802,33.969492,-84.145459,307.0
2022-04-16 10:54:01,8902,33.969492,-84.145459,307.0
2022-04-16 10:54:02,9002,33.969492,-84.145459,307.0
2022-04-16 10:54:02,9102,33.969492,-84.145459,307.0
2022-04-16 10:54:02,9202,33.969492,-84.145459,307.0
2022-04-16 10:54:02,9302,33.969492,-84.145459,307.0
2022-04-16 10:54:02,9403,33.969492,-84.145459,307.0
2022-04-16 10:54:02,9502,33.969492,-84.145459,307.0
2022-04-16 10:54:02,9602,33.969492,-84.145459,307.0
2022-04-16 10:54:02,9702,33.969492,-84.145459,307.0
2022-04-16 10:54:02,9802,33.969492,-84.145459,307.0
2022-04-16 10:54:02,9902,33.969492,-84.145459,307.0
2022-04-16 10:54:03,10003,33.969492,-84.145459,307.0
2022-04-16 10:54:03,10102,33.969492,-84.145459,307.0
2022-04-16 10:54:03,10202,33.969492,-84.145459,307.0
2022-04-16 10:54:03,10302,33.969492,-84.145459,307.0
2022-04-16 10:54:03,10402,33.969492,-84.145459,307.0
2022-04-16 10:54:03,10502,33.969492,-84.145459,307.0
2022-04-16 10:54:03,10602,33.969492,-84.145459,307.0
2022-04-16 10:54:03,10703,33.969492,-84.145459,307.0
2022-04-16 10:54:03,10802,33.969492,-84.145459,307.0
2022-04-16 10:54:03,10902,33.969492,-84.145459,307.0
2022-04-16 10:54:04,11002,33.969492,-84.145459,307.0
2022-04-16 10:54:04,11102,33.969492,-84.145459,307.0
2022-04-16 10:54:04,11202,33.969492,-84.145459,307.0
2022-04-16 10:54:04,11302,33.969492,-84.145459,307.0
2022-04-16 10:54:04,11403,33.969492,-84.145459,307.0
2022-04-16 10:54:04,11502,33.969492,-84.145459,307.0
2022-04-16 10:54:04,11602,33.969492,-84.145459,307.0
2022-04-16 10:54:04,11702,33.969492,-84.145459,307.0
2022-04-16 10:54:04,11802,33.969492,-84.145459,307.0
2022-04-16 10:54:04,11902,33.969492,-84.145459,307.0
2022-04-16 10:54:05,12002,33.969492,-84.145459,307.0
2022-04-16 10:54:05,12103,33.969492,-84.145459,307.0
2022-04-16 10:54:05,12202,33.969492,-84.145459,307.0
2022-04-16 10:54:05,12302,33.969492,-84.145459,307.0
2022-04-16 10:54:05,12402,33.969492,-84.145459,307.0
2022-04-16 10:54:05,12502,33.969492,-84.145459,307.0
2022-04-16 10:54:05,12603,33.969492,-84.145459,307.0
2022-04-16 10:54:05,12702,33.969492,-84.145459,307.0
2022-04-16 10:54:05,12802,33.969492,-84.145459,307.0
2022-04-16 10:54:05,12902,33.969492,-84.145459,307.0
2022-04-16 10:54:06,13002,33.969492,-84.145459,307.0
2022-04-16 10:54:06,13102,33.969492,-84.145459,307.0
2022-04-16 10:54:06,13203,33.969492,-84.145459,307.0
2022-04-16 10:54:06,13302,33.969492,-84.145459,307.0
2022-04-16 10:54:06,13402,33.969492,-84.145459,307.0
2022-04-16 10:54:06,13502,33.969492,-84.145459,307.0
2022-04-16 10:54:06,13602,33.969492,-84.145459,307.0
2022-04-16 10:54:06,13702,33.969492,-84.145459,307.0
2022-04-16 10:54:06,13802,33.969492,-84.145459,307.0
2022-04-16 10:54:06,13903,33.969492,-84.145459,307.0
2022-04-16 10:54:07,14002,33.969492,-84.145459,307.0
2022-04-16 10:54:07,14102,33.969492,-84.145459,307.0
2022-04-16 10:54:07,14202,33.969492,-84.145459,307.0
2022-04-16 10:54:07,14302,33.969492,-84.145459,307.0
2022-04-16 10:54:07,14402,33.969492,-84.145459,307.0
2022-04-16 10:54:07,14502,33.969492,-84.145459,307.0
2022-04-16 10:54:07,14603,33.969492,-84.145459,307.0
2022-04-16 10:54:07,14702,33.969492,-84.145459,307.0
2022-04-16 10:54:07,14802,33.969492,-84.145459,307.0
2022-04-16 10:54:07,14902,33.969492,-84.145459,307.0
2022-04-16 10:54:08,15002,33.969492,-84.145459,307.0
2022-04-16 10:54:08,15103,33.969492,-84.145459,307.0
2022-04-16 10:54:08,15202,33.969492,-84.145459,307.0
2022-04-16 10:54:08,15302,33.969492,-84.145459,307.0
2022-04-16 10:54:08,15402,33.969492,-84.145459,307.0
2022-04-16 10:54:08,15503,33.969492,-84.145459,307.0
2022-04-16 10:54:08,15602,33.969492,-84.145459,307.0
2022-04-16 10:54:08,15702,33.969492,-84.145459,307.0
2022-04-16 10:54:08,15802,33.969492,-84.145459,307.0
2022-04-16 10:54:08,15902,33.969492,-84.145459,307.0
2022-04-16 10:54:09,16002,33.969492,-84.145459,307.0
2022-04-16 10:54:09,16103,33.969492,-84.145459,307.0
2022-04-16 10:54:09,16202,33.969492,-84.145459,307.0
2022-04-16 10:54:09,16302,33.969492,-84.145459,307.0
2022-04-16 10:54:09,16402,33.969492,-84.145459,307.0
2022-04-16 10:54:09,16503,33.969492,-84.145459,307.0
2022-04-16 10:54:09,16602,33.969492,-84.145459,307.0
2022-04-16 10:54:09,16702,33.969492,-84.145459,307.0
2022-04-16 10:54:09,16802,33.969492,-84.145459,307.0
2022-04-16 10:54:09,16902,33.969492,-84.145459,307.0
2022-04-16 10:54:10,17002,33.969492,-84.145459,307.0
2022-04-16 10:54:10,17103,33.969492,-84.145459,307.0
2022-04-16 10:54:10,17202,33.969492,-84.145459,307.0
2022-04-16 10:54:10,17302,33.969492,-84.145459,307.0
2022-04-16 10:54:10,17402,33.969492,-84.145459,307.0
2022-04-16 10:54:10,17502,33.969492,-84.145459,307.0
2022-04-16 10:54:10,17602,33.969492,-84.145459,307.0
2022-04-16 10:54:10,17703,33.969492,-84.145459,307.0
2022-04-16 10:54:10,17802,33.969492,-84.145459,307.0
2022-04-16 10:54:10,17902,33.969492,-84.145459,307.0
2022-04-16 10:54:11,18002,33.969492,-84.145459,307.0
2022-04-16 10:54:11,18102,33.969492,-84.145459,307.0
2022-04-16 10:54:11,18202,33.969492,-84.145459,307.0
2022-04-16 10:54:11,18303,33.969492,-84.145459,307.0
2022-04-16 10:54:11,18402,33.969492,-84.145459,307.0
2022-04-16 10:54:11,18502,33.969492,-84.145459,307.0
2022-04-16 10:54:11,18602,33.969492,-84.145459,307.0
2022-04-16 10:54:11,18702,33.969492,-84.145459,307.0
2022-04-16 10:54:11,18803,33.969492,-84.145459,307.0
2022-04-16 10:54:11,18902,33.969492,-84.145459,307.0
2022-04-16 10:54:12,19002,33.969492,-84.145459,307.0
2022-04-16 10:54:12,19102,33.969492,-84.145459,307.0
2022-04-16 10:54:12,19202,33.969492,-84.145459,307.0
2022-04-16 10:54:12,19302,33.969492,-84.145459,307.0
2022-04-16 10:54:12,19402,33.969492,-84.145459,307.0
2022-04-16 10:54:12,19503,33.969492,-84.145459,307.0
2022-04-16 10:54:12,19602,33.969492,-84.145459,307.0
2022-04-16 10:54:12,19702,33.969492,-84.145459,307.0
2022-04-16 10:54:12,19802,33.969492,-84.145459,307.0
2022-04-16 10:54:12,19902,33.969492,-84.145459,307.0
2022-04-16 10:54:13,20002,33.969492,-84.145459,307.0
2022-04-16 10:54:13,20102,33.969492,-84.145459,307.0
2022-04-16 10:54:13,20203,33.969492,-84.145459,307.0
2022-04-16 10:54:13,20302,33.969492,-84.145459,307.0
2022-04-16 10:54:13,20402,33.969492,-84.145459,307.0
2022-04-16 10:54:13,20502,33.969492,-84.145459,307.0
2022-04-16 10:54:13,20602,33.969492,-84.145459,307.0
2022-04-16 10:54:13,20702,33.969492,-84.145459,307.0
2022-04-16 10:54:13,20802,33.969492,-84.145459,307.0
2022-04-16 10:54:13,20903,33.969492,-84.145459,307.0
2022-04-16 10:54:14,21002,33.969492,-84.145459,307.0
2022-04-16 10:54:14,21102,33.969492,-84.145459,307.0
2022-04-16 10:54:14,21202,33.969492,-84.145459,307.0
2022-04-16 10:54:14,21302,33.969492,-84.145459,307.0
2022-04-16 10:54:14,21403,33.969492,-84.145459,307.0
2022-04-16 10:54:14,21502,33.969492,-84.145459,307.0
2022-04-16 10:54:14,21602,33.969492,-84.145459,307.0
2022-04-16 10:54:14,21702,33.969492,-84.145459,307.0
2022-04-16 10:54:14,21802,33.969492,-84.145459,307.0
2022-04-16 10:54:14,21902,33.969492,-84.145459,307.0
2022-04-16 10:54:15,22002,33.969492,-84.145459,307.0
2022-04-16 10:54:15,22103,33.969492,-84.145459,307.0
2022-04-16 10:54:15,22202,33.969492,-84.145459,307.0
2022-04-16 10:54:15,22302,33.969492,-84.145459,307.0
2022-04-16 10:54:15,22402,33.969492,-84.145459,307.0
2022-04-16 10:54:15,22502,33.969492,-84.145459,307.0
2022-04-16 10:54:15,22602,33.969492,-84.145459,307.0
2022-04-16 10:54:15,22702,33.969492,-84.145459,307.0
2022-04-16 10:54:15,22803,33.969492,-84.145459,307.0
2022-04-16 10:54:15,22904,33.969492,-84.145459,307.0
2022-04-16 10:54:16,23002,33.969492,-84.145459,307.0
2022-04-16 10:54:16,23102,33.969492,-84.145459,307.0
2022-04-16 10:54:16,23203,33.969492,-84.145459,307.0
2022-04-16 10:54:16,23302,33.969492,-84.145459,307.0
2022-04-16 10:54:16,23402,33.969492,-84.145459,307.0
2022-04-16 10:54:16,23502,33.969492,-84.145459,307.0
2022-04-16 10:54:16,23602,33.969492,-84.145459,307.0
2022-04-16 10:54:16,23702,33.969492,-84.145459,307.0
2022-04-16 10:54:16,23802,33.969492,-84.145459,307.0
2022-04-16 10:54:16,23903,33.969492,-84.145459,307.0
2022-04-16 10:54:17,24002,33.969492,-84.145459,307.0
2022-04-16 10:54:17,24102,33.969492,-84.145459,307.0
2022-04-16 10:54:17,24202,33.969492,-84.145459,307.0
2022-04-16 10:54:17,24302,33.969492,-84.145459,307.0
2022-04-16 10:54:17,24402,33.969492,-84.145459,307.0
2022-04-16 10:54:17,24502,33.969492,-84.145459,307.0
2022-04-16 10:54:17,24603,33.969492,-84.145459,307.0
2022-04-16 10:54:17,24702,33.969492,-84.145459,307.0
2022-04-16 10:54:17,24802,33.969492,-84.145459,307.0
2022-04-16 10:54:17,24902,33.969492,-84.145459,307.0
2022-04-16 10:54:18,25002,33.969492,-84.145459,307.0
2022-04-16 10:54:18,25102,33.969492,-84.145459,307.0
2022-04-16 10:54:18,25203,33.969492,-84.145459,307.0
